Date,Andaman,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,Daman,Delhi,Goa,Gujarat,Haryana,Himachal Pradesh,Jammu and Kashmir,Jharkhand,Karnataka,Kerala,Ladakh,Lakshadweep,Madhya Pradesh,Maharashtra,Manipur,Meghalaya,Mizoram,Nagaland,Odisha,Puducherry,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,Uttar Pradesh,Uttarakhand,West Bengal
2020-10-09,190.0,48661.0,2778.0,30767.0,11447.0,1392.0,27427.0,105.0,22232.0,4716.0,16465.0,10867.0,2943.0,11482.0,9272.0,117162.0,90664.0,1299.0,0.0,16788.0,242438.0,2877.0,2369.0,220.0,1155.0,26184.0,4727.0,10775.0,21382.0,545.0,44437.0,26374.0,4197.0,42552.0,7849.0,28854.0
2020-10-10,197.0,47665.0,2860.0,29710.0,11274.0,1292.0,27439.0,101.0,21955.0,4783.0,16181.0,10830.0,2856.0,11144.0,8819.0,118870.0,91841.0,1038.0,0.0,16168.0,236947.0,2858.0,2424.0,188.0,1215.0,25460.0,4803.0,10153.0,21398.0,504.0,44197.0,26104.0,4039.0,41287.0,7289.0,29296.0
2020-10-11,193.0,46624.0,2940.0,29221.0,11165.0,1229.0,27369.0,100.0,22007.0,4658.0,15936.0,10677.0,2718.0,10796.0,8362.0,120948.0,96003.0,1022.0,0.0,15612.0,221615.0,2608.0,2437.0,191.0,1238.0,24414.0,4719.0,9752.0,21354.0,450.0,44150.0,25713.0,3951.0,40210.0,7321.0,29793.0
2020-10-12,186.0,46295.0,2891.0,28385.0,11044.0,1184.0,27348.0,102.0,21701.0,4656.0,15695.0,10573.0,2687.0,10466.0,8167.0,120289.0,96401.0,980.0,0.0,15177.0,221637.0,2731.0,2478.0,174.0,1259.0,23602.0,4695.0,9275.0,21412.0,384.0,44095.0,24514.0,3742.0,40019.0,7373.0,30236.0
2020-10-13,198.0,43983.0,2940.0,28439.0,10669.0,1170.0,27421.0,102.0,20535.0,4465.0,15414.0,10401.0,2637.0,9992.0,7776.0,115795.0,94473.0,961.0,0.0,14932.0,212905.0,2756.0,2434.0,156.0,1409.0,23430.0,4617.0,8576.0,21671.0,384.0,43747.0,24208.0,3738.0,38815.0,6976.0,30604.0
2020-10-14,199.0,42855.0,2960.0,28897.0,10835.0,1127.0,27208.0,85.0,21490.0,4316.0,15187.0,10319.0,2507.0,9866.0,7617.0,113478.0,95493.0,969.0,0.0,14661.0,205884.0,2867.0,2367.0,119.0,1513.0,22892.0,4572.0,8212.0,21924.0,344.0,43239.0,23728.0,3500.0,38082.0,6576.0,30988.0
2020-10-15,195.0,41669.0,3045.0,29307.0,10756.0,1085.0,27809.0,79.0,21903.0,4188.0,14937.0,10187.0,2520.0,9739.0,7191.0,114006.0,93925.0,979.0,0.0,14432.0,196761.0,3076.0,2339.0,112.0,1478.0,22716.0,4525.0,7760.0,21711.0,325.0,42566.0,23203.0,3318.0,36898.0,6145.0,31505.0
2020-10-16,190.0,40047.0,3052.0,28804.0,11038.0,1044.0,28187.0,71.0,22605.0,4084.0,14782.0,10364.0,2654.0,9058.0,6892.0,113557.0,94609.0,1018.0,0.0,14157.0,192936.0,3193.0,2445.0,108.0,1453.0,22387.0,4551.0,7090.0,21587.0,312.0,41872.0,23315.0,3105.0,36295.0,5682.0,31984.0
2020-10-17,185.0,38979.0,3068.0,28631.0,10884.0,974.0,27693.0,66.0,22814.0,3950.0,14683.0,10441.0,2642.0,8909.0,6543.0,112446.0,95101.0,915.0,0.0,13928.0,190192.0,3361.0,2493.0,112.0,1471.0,21660.0,4524.0,6592.0,21381.0,295.0,40959.0,22774.0,2966.0,35263.0,5692.0,32500.0
2020-10-18,179.0,37102.0,3003.0,28442.0,10848.0,915.0,27180.0,59.0,22884.0,3827.0,14565.0,10265.0,2680.0,8704.0,6576.0,110666.0,96100.0,933.0,0.0,13698.0,185750.0,3587.0,2295.0,108.0,1530.0,20997.0,4420.0,6230.0,21255.0,275.0,40192.0,22050.0,2917.0,34420.0,5538.0,33121.0
2020-10-19,184.0,36474.0,2824.0,28158.0,10584.0,884.0,26750.0,54.0,23292.0,3648.0,14414.0,10042.0,2630.0,8677.0,6502.0,109283.0,95299.0,917.0,0.0,13281.0,183456.0,3606.0,2151.0,105.0,1583.0,20392.0,4277.0,5735.0,21139.0,272.0,39121.0,21098.0,2672.0,32896.0,5728.0,33927.0
2020-10-20,178.0,35065.0,2833.0,27319.0,10937.0,861.0,25979.0,43.0,22570.0,3283.0,14255.0,10075.0,2593.0,8314.0,6220.0,106233.0,92831.0,880.0,0.0,12996.0,174246.0,3748.0,2069.0,129.0,1653.0,19619.0,4152.0,5307.0,20893.0,263.0,38093.0,20686.0,2609.0,31495.0,5527.0,34584.0
2020-10-21,183.0,33396.0,2712.0,26775.0,11348.0,810.0,25709.0,39.0,23922.0,3201.0,14245.0,10078.0,2596.0,8124.0,6180.0,103964.0,92023.0,841.0,0.0,12507.0,174755.0,3882.0,2020.0,145.0,1658.0,18885.0,4101.0,4895.0,20254.0,254.0,36734.0,20449.0,2455.0,30416.0,5364.0,35170.0
2020-10-22,199.0,32376.0,2682.0,25807.0,11118.0,744.0,25795.0,44.0,24117.0,3099.0,14193.0,10187.0,2636.0,8088.0,6206.0,100459.0,93527.0,848.0,0.0,12386.0,159346.0,3846.0,1870.0,167.0,1683.0,18087.0,4026.0,4808.0,19185.0,253.0,35480.0,20183.0,2339.0,29364.0,5085.0,35579.0
2020-10-23,190.0,32257.0,2638.0,24724.0,11213.0,712.0,25238.0,47.0,25237.0,2991.0,14121.0,10009.0,2623.0,7952.0,6122.0,92946.0,93393.0,842.0,0.0,12146.0,150510.0,4101.0,1661.0,184.0,1799.0,17857.0,4039.0,4466.0,18341.0,254.0,34198.0,20377.0,2229.0,29131.0,4897.0,36064.0
2020-10-24,204.0,31721.0,2499.0,22963.0,10630.0,697.0,24620.0,51.0,26001.0,2824.0,13963.0,10082.0,2620.0,7842.0,6055.0,89502.0,95760.0,788.0,0.0,11761.0,144426.0,4083.0,1631.0,198.0,1838.0,17255.0,3975.0,4327.0,17775.0,242.0,32960.0,19937.0,2055.0,28268.0,4656.0,36471.0
2020-10-25,199.0,31469.0,2397.0,20271.0,10459.0,674.0,23899.0,50.0,26467.0,2692.0,13965.0,10148.0,2605.0,7680.0,5966.0,86768.0,97520.0,790.0,0.0,11477.0,140702.0,4165.0,1574.0,249.0,1817.0,16322.0,3912.0,4277.0,17100.0,266.0,31787.0,19465.0,1992.0,27681.0,4542.0,36807.0
2020-10-26,204.0,30860.0,2260.0,17510.0,9722.0,653.0,23743.0,51.0,26744.0,2576.0,13914.0,10295.0,2489.0,7565.0,5844.0,81069.0,96688.0,736.0,0.0,11237.0,141001.0,4166.0,1605.0,290.0,1871.0,15868.0,3804.0,4217.0,16668.0,246.0,30606.0,18611.0,1845.0,27317.0,4425.0,37017.0
2020-10-27,198.0,28770.0,2174.0,14891.0,9355.0,633.0,22093.0,50.0,25786.0,2517.0,13716.0,10154.0,2511.0,7296.0,5666.0,75442.0,93848.0,691.0,0.0,10857.0,134657.0,4223.0,1514.0,315.0,1838.0,15331.0,3758.0,4219.0,16233.0,245.0,29268.0,17890.0,1796.0,26652.0,4080.0,37190.0
2020-10-28,197.0,27300.0,2139.0,12845.0,8846.0,650.0,21693.0,48.0,27873.0,2384.0,13465.0,10452.0,2521.0,6990.0,5474.0,71349.0,92266.0,689.0,0.0,10353.0,132069.0,4246.0,1411.0,374.0,1865.0,14555.0,3741.0,4089.0,15949.0,262.0,27734.0,17916.0,1754.0,26267.0,3865.0,37172.0
2020-10-29,192.0,26622.0,2064.0,11803.0,8329.0,629.0,22167.0,51.0,29378.0,2402.0,13332.0,11014.0,2646.0,6976.0,5363.0,68180.0,93369.0,642.0,0.0,10094.0,130286.0,4233.0,1364.0,417.0,1845.0,14068.0,3686.0,4239.0,15708.0,263.0,26356.0,17979.0,1696.0,25487.0,3696.0,37111.0
2020-10-30,192.0,26268.0,2008.0,11138.0,8058.0,665.0,22331.0,49.0,30952.0,2436.0,13232.0,11391.0,2768.0,6928.0,5294.0,64499.0,91889.0,627.0,0.0,9689.0,128149.0,4308.0,1326.0,435.0,1763.0,13764.0,3720.0,4266.0,15554.0,268.0,24886.0,18456.0,1580.0,24858.0,3545.0,37094.0
2020-10-31,182.0,25514.0,1938.0,10421.0,7897.0,657.0,22350.0,49.0,32363.0,2405.0,13168.0,11851.0,2891.0,6835.0,5196.0,59518.0,90671.0,627.0,0.0,9294.0,125971.0,4303.0,1170.0,437.0,1598.0,13500.0,3739.0,4101.0,15251.0,254.0,23532.0,18409.0,1493.0,24431.0,3634.0,36999.0
2020-11-01,173.0,24575.0,1856.0,9367.0,7516.0,641.0,22090.0,39.0,32719.0,2344.0,13084.0,12191.0,2880.0,6419.0,5302.0,55036.0,91297.0,656.0,0.0,8929.0,124142.0,3472.0,1019.0,461.0,1554.0,13047.0,3697.0,4257.0,15102.0,251.0,22164.0,18241.0,1400.0,23768.0,3883.0,36886.0
2020-11-02,168.0,23668.0,1771.0,8802.0,6966.0,618.0,22126.0,34.0,34173.0,2244.0,12811.0,12634.0,2973.0,6326.0,5229.0,50611.0,89783.0,583.0,0.0,8538.0,125672.0,3514.0,1055.0,433.0,1501.0,12930.0,3169.0,4195.0,15255.0,234.0,20994.0,17630.0,1270.0,23323.0,3914.0,36761.0
2020-11-03,160.0,22538.0,1722.0,8481.0,6594.0,593.0,21914.0,34.0,33308.0,2215.0,12678.0,12919.0,2958.0,6080.0,5119.0,44824.0,86792.0,610.0,0.0,8298.0,119352.0,3568.0,1009.0,444.0,1365.0,12783.0,2756.0,4183.0,15889.0,239.0,19504.0,17742.0,1321.0,23035.0,3802.0,36576.0
2020-11-04,159.0,21672.0,1674.0,8385.0,6423.0,629.0,21770.0,30.0,36375.0,2209.0,12429.0,13338.0,3119.0,5968.0,5021.0,40414.0,84826.0,664.0,0.0,8044.0,117168.0,3597.0,971.0,516.0,1240.0,12510.0,2445.0,4226.0,16385.0,271.0,19201.0,18100.0,1322.0,22538.0,3705.0,36443.0
2020-11-05,166.0,21438.0,1645.0,8110.0,6094.0,671.0,22773.0,32.0,37369.0,2135.0,12376.0,14110.0,3431.0,5935.0,4814.0,35712.0,85108.0,702.0,0.0,7854.0,113645.0,3698.0,959.0,521.0,1146.0,12452.0,2129.0,4471.0,16323.0,254.0,19154.0,18656.0,1339.0,22676.0,3818.0,36246.0
2020-11-06,168.0,21878.0,1621.0,7662.0,6356.0,703.0,23113.0,36.0,38729.0,2065.0,12304.0,14644.0,3668.0,5802.0,4685.0,33114.0,84203.0,752.0,0.0,7766.0,107358.0,3786.0,989.0,515.0,1058.0,12363.0,1830.0,4621.0,16301.0,240.0,19061.0,19272.0,1327.0,23150.0,3680.0,35953.0
2020-11-07,166.0,21825.0,1603.0,7067.0,6518.0,772.0,23066.0,37.0,39722.0,2058.0,12014.0,15357.0,3845.0,5745.0,4639.0,33338.0,83324.0,784.0,0.0,7676.0,103007.0,3608.0,984.0,545.0,1000.0,12201.0,1640.0,4882.0,16277.0,283.0,19002.0,19936.0,1286.0,23132.0,3736.0,35557.0
2020-11-08,175.0,21434.0,1559.0,6758.0,6287.0,815.0,23256.0,32.0,40258.0,2036.0,12124.0,15713.0,4198.0,5584.0,4566.0,33339.0,83377.0,816.0,0.0,7736.0,100068.0,3223.0,995.0,562.0,1074.0,11873.0,1212.0,4827.0,16327.0,314.0,18966.0,19890.0,1302.0,22991.0,3890.0,35088.0
2020-11-09,169.0,21403.0,1509.0,6512.0,6273.0,876.0,22361.0,26.0,41857.0,1976.0,12318.0,16448.0,4716.0,5678.0,4471.0,33697.0,81940.0,765.0,0.0,7928.0,97296.0,3107.0,1034.0,476.0,988.0,11981.0,1170.0,4910.0,16376.0,273.0,18894.0,19239.0,1219.0,23249.0,3972.0,34566.0
